PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	SEXL, RU				SEXL, RU			EQUIVALENCE PRINCIPLE AND LIGHT DEFLECTION	ZEITSCHRIFT FUR PHYSIK			English	Article																Bondi H., 1960, American Journal of Physics, V28, DOI 10.1119/1.1935854; Einstein A, 1914, ANN PHYS-BERLIN, V44, P321; FOCK V, 1959, THEORY SPACE TIME GR, P209; MOLLER C, 1952, THEORY RELATIVITY, P255; NORDSTROM G, 1913, ANN PHYS, V42, P553; Schiff L.I., 1960, American Journal of Physics, V28, DOI 10.1119/1.1935800; Schild A., 1960, American Journal of Physics, V28, DOI 10.1119/1.1936000; SOMMERFELD, 1949, VORLESUNGEN THEORETI, V3, P315; THIRRING WE, 1961, ANN PHYS-NEW YORK, V16, P96, DOI 10.1016/0003-4916(61)90182-8	9	3	3	SPRINGER VERLAG	NEW YORK	175 FIFTH AVE, NEW YORK, NY 10010				Z PHYS			1962	167	3					265	&		10.1007/BF01378925		0	Physics, Multidisciplinary	Physics	4096C	WOS:A19624096C00010		
J	NELSON, TJ				NELSON, TJ			DIGITAL LIGHT DEFLECTION	BELL SYSTEM TECHNICAL JOURNAL			English	Article																BORN M, 1959, PRINCIPLES OPTICS, pCH14; CALDWELL SH, 1959, SWITCHING CIRCUITS L, pCH7; DILLON JF, 1958, J APPL PHYS, V29, P539, DOI 10.1063/1.1723215; GRAY DE, 1957, AMERICAN I PHYSICS H, P94; KAMINOW IP, 1963, PHYS REV, V129, P1562, DOI 10.1103/PhysRev.129.1562; KULCKE W, 1964, IBM J RES DEV, V8, P64; POLLACK DK, 1963, P S OPTICAL PROCESSI, P98; SCHMIDT UJ, 1963, P S OPTICAL PROCESSI, P98; SEARS FW, 1949, OPTICS, P181; Zwicker B., 1944, Helvetica Physica Acta, V17	10	43	43	AMER TELEPHONE TELEGRAPH CO	NEW YORK	550 MADISON AVE, NEW YORK, NY 10022	0005-8580			AT&T TECH J			1964	43	3					821	+				0	Engineering, Electrical & Electronic	Engineering	6695A	WOS:A19646695A00009		
J	KORPEL, A; ADLER, R; DESMARES, P; SMITH, TM				KORPEL, A; ADLER, R; DESMARES, P; SMITH, TM			AN ULTRASONIC LIGHT DEFLECTION SYSTEM	IEEE JOURNAL OF QUANTUM ELECTRONICS			English	Letter																	0	11	11	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017-2394	0018-9197			IEEE J QUANTUM ELECT	IEEE J. Quantum Electron.		1965	QE 1	1					60	&		10.1109/JQE.1965.1072177		0	Engineering, Electrical & Electronic; Optics; Physics, Applied	Engineering; Optics; Physics	65141	WOS:A19656514100009		
J	KURTZ, SK				KURTZ, SK			DESIGN OF AN ELECTRO-OPTIC POLARIZATION SWITCH FOR A HIGH-CAPACITY HIGH-SPEED DIGITAL LIGHT DEFLECTION SYSTEM	BELL SYSTEM TECHNICAL JOURNAL			English	Article																ASHKIN A, 1966, APPL PHYS LETT, V9, P72, DOI 10.1063/1.1754607; BONNER WA, 1965, B AM CERAMIC SOC; CHEN FF, PRIVATE COMMUNICATIO; CHEN FS, 1966, J APPL PHYS, V37, P388, DOI 10.1063/1.1707846; DEVONSHIRE AF, 1949, PHILOS MAG, V40, P1040; DEVONSHIRE AF, 1951, PHILOS MAG, V42, P1065; HUFFSTUTTLER MC, PRIVATE COMMUNICATIO; Johnston A.R., 1965, Applied Physics Letters, V7, DOI 10.1063/1.1754375; KAMINOW IP, 1965, APPL PHYS LETT, V7, P123, DOI 10.1063/1.1754337; KURTZ SK, 1966, B AM PHYS SOC, V11, P34; LAWRENCE RR, 1935, PRINCIPLES ALTERNATI, P94; LENZO PV, 1966, J OPT SOC AM, V56, P633, DOI 10.1364/JOSA.56.000633; LEWIS IAD, 1959, MILLIMICROSECOND PUL, P7; MACDONALD JR, 1958, J CHEM PHYS, V29, P1346, DOI 10.1063/1.1744721; MASON WP, 1950, PIEZOELECTRIC CRYSTA, P61; MASON WP, 1950, PIEZOELECTRIC CRYSTA, P303; NELSON TJ, 1964, AT&T TECH J, V43, P821; NYE JF, 1960, PHYSICAL PROPERTIES; PETERSON GD, 1964, APPL PHYS LETT, V5, P234; PETERSON RJ, PRIVATE COMMUNICATIO; Rose A., 1963, CONCEPTS PHOTOCONDUC; SLIKER TR, 1966, J OPT SOC AM, V56, P130, DOI 10.1364/JOSA.56.000130; TABOR WJ, TO BE PUBLISHED; TABOR WJ, 1964, AT&T TECH J, V43, P1153; TURNER EH, 1966, APPL PHYS LETT, V8; VONHIPPEL A, 1953, PHYS REV, V91, P568, DOI 10.1103/PhysRev.91.568; WARTER PJ, PRIVATE COMMUNICATIO; 1963, AMERICAN I PHYSICS H, P188	28	24	24	AMER TELEPHONE TELEGRAPH CO	NEW YORK	550 MADISON AVE, NEW YORK, NY 10022	0005-8580			AT&T TECH J			1966	45	8					1209	+				0	Engineering, Electrical & Electronic	Engineering	84602	WOS:A19668460200002		
J	EBERSTEI.IJ				EBERSTEI.IJ			EVALUATION OF LIGHT DEFLECTION TECHNIQUE FOR DETECTION OF TRANSIENT SHOCK WAVES	REVIEW OF SCIENTIFIC INSTRUMENTS			English	Note																EBERSTEIN IJ, 1965, 3 YAL U MAS LAB REP; GEIGER FW, 1949, JUN U MICH ONR REP; LAPONSKY AB, 1953, J APPL PHYS, V24, P1383, DOI 10.1063/1.1721183; LIEPMANN HW, 1962, ELEMENTS GAS DYNAMIC, P153; LUNDQUIST GA, 1952, 2249 NAV REP	5	1	1	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0034-6748			REV SCI INSTRUM	Rev. Sci. Instrum.		1966	37	7					959	&		10.1063/1.1720375		0	Instruments & Instrumentation; Physics, Applied	Instruments & Instrumentation; Physics	79566	WOS:A19667956600036		
J	NACHTMAN.O; SCHMIDLE, H; SEXL, R				NACHTMAN.O; SCHMIDLE, H; SEXL, R			GRAVITON MASS AND LIGHT DEFLECTION	ACTA PHYSICA AUSTRIACA			English	Article																SEXL R, IN PRESS; Thirring W., 1959, Fortschritte der Physik, V7, DOI 10.1002/prop.19590070202; THIRRING WE, 1961, ANN PHYS-NEW YORK, V16, P96, DOI 10.1016/0003-4916(61)90182-8	3	0	0	SPRINGER-VERLAG WIEN	VIENNA	SACHSENPLATZ 4-6, PO BOX 89, A-1201 VIENNA, AUSTRIA	0001-6713			ACTA PHYS AUSTRIACA			1967	26	2-3					227	&				0	Physics, Multidisciplinary	Physics	B2767	WOS:A1967B276700007		
J	SHAPIRO, II				SHAPIRO, II			NEW METHOD FOR DETECTION OF LIGHT DEFLECTION BY SOLAR GRAVITY	SCIENCE			English	Article																ASH ME, 1967, ASTRON J, V72, P338, DOI 10.1086/110230; DYCE RB, PERSONAL COMMUNICATI; EDDINGTON AS, 1960, MATHEMATICAL THEORY, P93; EDDINGTON AS, 1960, MATHEMATICAL THEORY, P87; Einstein A, 1916, ANN PHYS-BERLIN, V49, P769; ERICKSON WC, 1964, ASTROPHYS J, V139, P1290, DOI 10.1086/147865; GREEN PE, 1960, J GEOPHYS RES, V65, P1108; HAGFORS T, PERSONAL COMMUNICATI; HILL H, PERSONAL COMMUNICATI; Kluber H., 1960, VISTAS ASTRON, V3, P47; SHAPIRO II, 1964, PHYS REV LETT, V13, P789, DOI 10.1103/PhysRevLett.13.789; SHAPIRO II, TO BE PUBLISHED; THOMPSON MC, 1966, 9144 NAT BUR STAND R; THOMPSON MC, PERSONAL COMMUNICATI; THOMPSON MJ, IN PRESS; THOMPSON MN, TO BE PUBLISHED	16	35	35	AMER ASSOC ADVANCEMENT SCIENCE	WASHINGTON	1200 NEW YORK AVE, NW, WASHINGTON, DC 20005	0036-8075			SCIENCE	Science		1967	157	3790					806	&		10.1126/science.157.3790.806		0	Multidisciplinary Sciences	Science & Technology - Other Topics	97567	WOS:A19679756700027	17842783	
J	PINNOW, DA; WILLIAMS.SR; LAMACCHI.JT				PINNOW, DA; WILLIAMS.SR; LAMACCHI.JT			ACOUSTO-OPTIC LIGHT DEFLECTION - DESIGN AND OPERATION OF A SIMPLE X-Y DEFLECTION SYSTEM	JOURNAL OF THE OPTICAL SOCIETY OF AMERICA			English	Meeting Abstract																	0	0	0	AMER INST PHYSICS	WOODBURY	CIRCULATION FULFILLMENT DIV, 500 SUNNYSIDE BLVD, WOODBURY, NY 11797-2999	0030-3941			J OPT SOC AM			1969	59	4					490	&				0	Physics, Multidisciplinary	Physics	D1541	WOS:A1969D154100124		
J	SCHMIDT, UJ; THUST, W				SCHMIDT, UJ; THUST, W			DIGITAL LIGHT DEFLECTION	IEEE JOURNAL OF QUANTUM ELECTRONICS			English	Meeting Abstract																KULCKE W, 1964, IBM J RES DEV, V8, P64; KULCKE W, 1966, APPL PHYS LETT, V8, P266, DOI 10.1063/1.1754431; NELSON TJ, 1964, AT&T TECH J, V43, P821; POLLOCK DK, 1963, 1962 P WASH S     ED, P98; SCHMIDT U, TO BE PUBLISHED; SCHMIDT UJ, 1964, PHYS LETT, V12, P205, DOI 10.1016/0031-9163(64)91072-8; SCHMIDT UJ, 1963, 1962 P WASH S, P98; SCHMIDT UJ, 1967, INT ELEKTRON RUNDSCH, V21, P165; SOREF RA, 1966, APPL OPTICS, V5, P425, DOI 10.1364/AO.5.000425; TABOR TJ, 1967, BELL SYS TECH J, V46, P957; TABOR WJ, 1964, AT&T TECH J, V43, P1153	11	3	3	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017-2394	0018-9197			IEEE J QUANTUM ELECT	IEEE J. Quantum Electron.		1969	QE 5	6					351	&		10.1109/JQE.1969.1082050		0	Engineering, Electrical & Electronic; Optics; Physics, Applied	Engineering; Optics; Physics	D6826	WOS:A1969D682600089		
J	WARD, WR				WARD, WR			GENERAL-RELATIVISTIC LIGHT DEFLECTION FOR COMPLETE CELESTIAL SPHERE	ASTROPHYSICAL JOURNAL			English	Note																ADLER R, 1965, INTRODUCTION GENERAL	1	7	7	UNIV CHICAGO PRESS	CHICAGO	5720 SOUTH WOODLAWN AVE, CHICAGO, IL 60637-1603	0004-637X			ASTROPHYS J	Astrophys. J.		1970	162	1					345	&		10.1086/150661		0	Astronomy & Astrophysics	Astronomy & Astrophysics	H6101	WOS:A1970H610100033		
J	PINNOW, DA				PINNOW, DA			ACOUSTOOPTIC MATERIALS AND LIGHT DEFLECTION DEVICES	IEEE TRANSACTIONS ON SONICS AND ULTRASONICS			English	Meeting Abstract																	0	0	0	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017-2394	0018-9537			IEEE T SON ULTRASON			1970	SU17	1					65	&				0	Acoustics; Engineering, Electrical & Electronic	Acoustics; Engineering	F5034	WOS:A1970F503400090		
J	SLOBODNI.AJ				SLOBODNI.AJ			MICROWAVE ACOUSTIC SURFACE WAVE INVESTIGATIONS USING LASER LIGHT DEFLECTION	PROCEEDINGS OF THE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS			English	Letter																AUTH DC, 1967, J APPL PHYS, V38, P5138, DOI 10.1063/1.1709291; Beckmann P., 1963, SCATTERING ELECTROMA; CARR PH, 1969 IEEE ULTR S ST; KROKSTAD J, UNPUBLISHED; SALZMANN E, 1968, APPL PHYS LETT, V13, P14, DOI 10.1063/1.1652438; SHAW HJ, 1969, RADCTR6979 STANF U T; SLOBODNI.AJ, 1969, APPL PHYS LETT, V14, P94, DOI 10.1063/1.1652736; 1969, IEEE T MICROWAVE T M, VTT17	8	19	19	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017-2394				PR INST ELECTR ELECT			1970	58	3					488	&		10.1109/PROC.1970.7666		0	Engineering, Electrical & Electronic	Engineering	F9666	WOS:A1970F966600037		
J	NOONAN, TW				NOONAN, TW			EFFECT OF EINSTEIN LIGHT DEFLECTION ON OBSERVED PROPERTIES OF CLUSTERS OF GALAXIES	ASTRONOMICAL JOURNAL			English	Article																ABELL GO, 1965, ANNU REV ASTRON ASTR, V3, P1, DOI 10.1146/annurev.aa.03.090165.000245; Allen C. W, 1963, ASTROPHYSICAL QUANTI; ARP H, 1971, ASTROPHYS J, V163, P195, DOI 10.1086/150757; GREWING M, 1968, ASTROPHYS J, V154, P447, DOI 10.1086/149774; GUNN JE, 1967, ASTROPHYS J, V150, P737, DOI 10.1086/149378; KANTOWSK.R, 1969, ASTROPHYS J, V155, P89, DOI 10.1086/149851; KIANG T, 1961, MON NOT R ASTRON SOC, V122, P263; NOONAN T, 1961, PUBL ASTRON SOC PAC, V73, P212, DOI 10.1086/127658; NOONAN TW, 1971, ASTRON J, V76, P182, DOI 10.1086/111102; NOONAN TW, 1961, THESIS CALIF I TECH; OKE JB, 1968, ASTROPHYS J, V154, P21, DOI 10.1086/149737; OSTERBROCK DE, 1960, ASTROPHYS J, V132, P325, DOI 10.1086/146930; REFSDAL S, 1970, ASTROPHYS J, V159, P357, DOI 10.1086/150316; Robertson H. P., 1968, RELATIVITY COSMOLOGY; TURNROSE BE, 1970, ASTROPHYS J, V154, P773; WOLFE AM, 1970, ASTROPHYS J, V161, P419, DOI 10.1086/150549; Zwicky F, 1957, MORPHOLOGICAL ASTRON; ZWICKY F, 1956, PUBL ASTRON SOC PAC, V68, P331, DOI 10.1086/126946	18	6	6	UNIV CHICAGO PRESS	CHICAGO	5720 SOUTH WOODLAWN AVE, CHICAGO, IL 60637-1603	0004-6256			ASTRON J	Astron. J.		1971	76	9					765	&				0	Astronomy & Astrophysics	Astronomy & Astrophysics	K9638	WOS:A1971K963800003		
